Market,Selection,Bet Type,Max Size,Min Size
Correct Score 2 Home,'5-1',Lay,4774.42,0.0
Correct Score 2 Home,'5-2',Lay,5554.56,0.0
Correct Score 2 Home,'6-0',Lay,1008.99,0.0
Correct Score 2 Home,'6-1',Lay,1008.99,0.0
Correct Score 2 Home,'6-2',Lay,1008.99,0.0
Correct Score 2 Home,'7-0',Lay,1008.99,0.0
Correct Score 2 Home,'7-1',Lay,1008.99,0.0
Correct Score 2 Home,'7-2',Lay,1008.99,0.0
Correct Score 2 Home,Any unquoted,Lay,25.0,0.0
Correct Score 2 Away,'0-4',Back,5.32,0.0
Correct Score 2 Away,'0-5',Back,6.76,0.0
Correct Score 2 Away,'0-6',Back,4.59,0.0
Correct Score 2 Away,'0-7',Back,1.32,0.0
Correct Score 2 Away,'1-4',Back,1.67,0.0
Correct Score 2 Away,'1-5',Back,1.04,0.0
Correct Score 2 Away,'1-6',Back,1.01,0.0
Correct Score 2 Away,'1-7',Back,1.01,0.0
Correct Score 2 Away,'2-4',Back,1.01,0.0
Correct Score 2 Away,'2-5',Back,5.72,0.0
Correct Score 2 Away,'2-6',Back,5.72,0.0
Correct Score 2 Away,'2-7',Back,5.72,0.0
Correct Score 2 Away,Any unquoted,Back,9117.74,0.0
Correct Score 2 Away,'0-4',Lay,5085.21,0.0
Correct Score 2 Away,'0-5',Lay,4947.15,0.0
Correct Score 2 Away,'0-6',Lay,6061.0,0.0
Correct Score 2 Away,'0-7',Lay,4818.06,0.0
Correct Score 2 Away,'1-4',Lay,4883.79,0.0
Correct Score 2 Away,'1-5',Lay,4765.01,0.0
Correct Score 2 Away,'1-6',Lay,1008.99,0.0
Correct Score 2 Away,'1-7',Lay,1008.99,0.0
Correct Score 2 Away,'2-4',Lay,1008.99,0.0
Correct Score 2 Away,'2-5',Lay,1008.99,0.0
Correct Score 2 Away,'2-6',Lay,1008.99,0.0
Correct Score 2 Away,'2-7',Lay,1008.99,0.0
Correct Score 2 Away,Any unquoted,Lay,25.0,0.0
Spain +2,Spain +2,Back,3175.74,0.0
Spain +2,Germany -2,Back,31.78,0.0
Spain +2,Draw,Back,56.58,0.0
Spain +2,Spain +2,Lay,89.32,0.0
Spain +2,Germany -2,Lay,3577.56,0.0
Spain +2,Draw,Lay,551.36,0.0
Spain +3,Spain +3,Back,13901.09,0.0
Spain +3,Germany -3,Back,40.41,0.0
Spain +3,Draw,Back,20.0,0.0
Spain +3,Spain +3,Lay,62.92,0.0
Spain +3,Germany -3,Lay,5138.98,0.0
Spain +3,Draw,Lay,491.66,0.0
Germany Over/Under 2.5 Goals,Spain Under 2.5 Goals,Back,1393.96,0.0
Germany Over/Under 2.5 Goals,Spain Over 2.5 Goals,Back,40.07,0.0
Germany Over/Under 2.5 Goals,Spain Under 2.5 Goals,Lay,41.92,0.0
Germany Over/Under 2.5 Goals,Spain Over 2.5 Goals,Lay,1395.29,0.0
Germany +2,Germany + 2,Back,3113.95,0.0
Germany +2,Spain -2,Back,34.66,0.0
Germany +2,Draw,Back,59.31,0.0
Germany +2,Germany + 2,Lay,292.43,0.0
Germany +2,Spain -2,Lay,2340.23,0.0
Germany +2,Draw,Lay,537.2,0.0
Spain Over/Under 2.5 Goals,Spain Under 2.5 Goals,Back,2462.77,0.0
Spain Over/Under 2.5 Goals,Spain Over 2.5 Goals,Back,42.88,0.0
Spain Over/Under 2.5 Goals,Spain Under 2.5 Goals,Lay,44.48,0.0
Spain Over/Under 2.5 Goals,Spain Over 2.5 Goals,Lay,2470.78,0.0
